variable1,variable2,variable3,variable4,variable5,variable6,variable7,variable8,variable9,variable10,variable11,variable12,variable13,variable14,variable15,variable16,variable17,variable18,variable19,variable20,classLabel
b,23.0,8.0,0,115.0,u,g,W,h,2,125,t,t,11,t,g,290.0,284,2900000.0,1,yes.
b,20.0,17.0,0,5625.0,u,g,W,v,1,71,t,f,0,f,s,120.0,0,1200000.0,1,yes.
a,50.0,8.0,0,1254.0,u,g,aa,v,2,29,t,t,3,t,g,156.0,0,1560000.0,1,yes.
b,38.0,17.0,0,10125.0,u,g,x,v,2,5,t,t,6,f,g,520.0,196,5200000.0,1,yes.
b,23.0,25.0,0,15.0,u,g,q,v,2,375,t,t,3,t,g,0.0,582,0.0,1,yes.
b,21.0,83.0,0,11.0,u,g,x,v,0,29,t,t,6,f,g,121.0,0,1210000.0,1,yes.
b,31.0,67.0,8,2.9999999999999997e-05,u,g,x,v,1,335,t,t,8,t,g,303.0,3290,3030000.0,1,yes.
a,49.0,83.0,0,13585.0,u,g,k,h,8,5,t,f,0,t,g,0.0,0,0.0,1,yes.
a,28.0,42.0,0,35.0,u,g,W,v,0,835,t,f,0,f,s,280.0,0,2800000.0,1,yes.
b,56.0,75.0,0,1225.0,u,g,m,v,1,25,t,t,4,t,g,200.0,0,2000000.0,1,yes.
a,22.0,42.0,0,5665.0,u,g,q,v,2,585,t,t,7,f,g,129.0,3257,1290000.0,1,yes.
a,18.0,83.0,0,954.0,u,g,aa,v,0,85,t,f,0,f,g,100.0,0,1000000.0,1,yes.
b,48.0,58.0,2,5e-05,y,p,k,v,0,25,t,t,11,f,g,380.0,2732,3800000.0,1,yes.
b,26.0,75.0,0,1125.0,u,g,x,h,1,25,t,f,0,f,g,0.0,5298,0.0,1,yes.
b,64.0,8.0,0,2.0,u,g,x,h,17,5,t,t,9,t,g,0.0,1000,0.0,1,yes.
b,20.0,17.0,0,925.0,u,g,c,v,1,665,t,t,3,t,g,40.0,28,400000.0,1,yes.
b,25.0,67.0,0,125.0,u,g,cc,v,1,21,t,t,67,t,g,140.0,258,1400000.0,1,yes.
b,22.0,67.0,0,105.0,u,g,q,h,1,335,t,f,0,f,g,100.0,0,1000000.0,1,yes.
b,56.0,42.0,0,28.0,y,p,c,v,28,5,t,t,40,f,g,0.0,15,0.0,1,yes.
a,24.0,75.0,0,125.0,u,g,aa,v,1,5,t,t,12,t,g,120.0,567,1200000.0,1,yes.
b,27.0,67.0,0,1375.0,u,g,W,v,5,75,t,f,0,t,g,487.0,500,4870000.0,1,yes.
b,38.0,67.0,2,1e-05,u,g,k,v,0,85,t,f,0,t,g,280.0,0,2800000.0,1,yes.
a,32.0,17.0,0,146.0,u,g,W,v,1,85,t,t,16,f,g,120.0,2079,1200000.0,1,yes.
b,32.0,67.0,0,55.0,u,g,q,h,5,5,t,t,12,t,g,408.0,1000,4080000.0,1,yes.
b,48.0,75.0,0,85.0,u,g,c,h,12,5,t,t,9,f,g,181.0,1655,1810000.0,1,yes.
b,48.0,17.0,0,7625.0,u,g,W,h,15,5,t,t,12,f,g,0.0,790,0.0,1,yes.
a,25.0,8.0,0,254.0,y,p,aa,v,0,25,t,f,0,t,g,370.0,0,3700000.0,1,yes.
b,23.0,17.0,0,11125.0,u,g,x,h,0,46,t,t,1,f,g,100.0,0,1000000.0,1,yes.
a,15.0,83.0,5,0.00085,u,g,c,h,1,5,t,t,2,f,g,100.0,0,1000000.0,1,yes.
b,16.0,8.0,7,5e-05,u,g,c,v,1,75,t,t,5,t,g,352.0,690,3520000.0,1,yes.
a,21.0,25.0,0,2335.0,u,g,i,bb,0,5,t,t,4,f,s,80.0,0,800000.0,1,yes.
b,25.0,8.0,0,171.0,u,g,x,v,1,665,t,t,1,t,g,395.0,20,3950000.0,1,yes.
b,33.0,58.0,0,275.0,u,g,m,v,4,25,t,t,6,f,g,204.0,0,2040000.0,1,yes.
a,22.0,92.0,0,11585.0,u,g,cc,v,0,4,t,f,0,f,g,80.0,1349,800000.0,1,yes.
b,25.0,17.0,0,35.0,u,g,cc,v,0,625,t,t,7,f,g,0.0,7059,0.0,1,yes.
b,18.0,8.0,0,55.0,u,g,k,v,0,5,t,f,0,f,g,80.0,0,800000.0,1,yes.
b,41.0,5.0,0,154.0,u,g,i,bb,3,5,f,f,0,f,g,216.0,0,2160000.0,1,yes.
b,29.0,25.0,0,1479.0,u,g,aa,v,5,4,t,t,5,t,g,168.0,0,1680000.0,1,yes.
b,35.0,17.0,0,25125.0,u,g,x,h,1,625,t,t,1,t,g,515.0,500,5150000.0,1,yes.
a,20.0,75.0,0,10335.0,u,g,cc,h,0,335,t,t,1,t,g,80.0,50,800000.0,1,yes.
b,23.0,92.0,0,15.0,u,g,d,h,1,875,t,t,6,f,g,200.0,327,2000000.0,1,yes.
a,23.0,25.0,0,5875.0,u,g,q,v,3,17,t,t,10,f,g,120.0,245,1200000.0,1,yes.
a,46.0,67.0,4,5.9999999999999995e-05,u,g,cc,h,0,415,t,t,11,t,g,440.0,6,4400000.0,1,yes.
b,25.0,5.0,3,0.00075,u,g,m,v,0,25,t,t,3,f,g,260.0,15108,2600000.0,1,yes.
a,18.0,75.0,0,75.0,u,g,q,v,2,71,t,t,5,f,g,177.042988741044,26726,1770429.88741044,1,yes.
b,34.0,17.0,0,917.0,u,g,c,v,4,5,t,t,12,t,g,0.0,221,0.0,1,yes.
b,27.0,83.0,0,154.0,u,g,W,v,3,75,t,t,5,t,g,100.0,3,1000000.0,1,yes.
a,47.0,25.0,7,5e-05,u,g,q,h,2,75,t,t,1,f,g,333.0,892,3330000.0,1,yes.
a,33.0,67.0,3,0.00075,u,g,cc,v,0,375,f,f,0,f,g,300.0,44,3000000.0,1,yes.
b,33.0,17.0,0,104.0,u,g,r,h,6,5,t,f,0,t,g,164.0,31285,1640000.0,1,yes.
b,48.0,5.0,0,425.0,u,g,m,v,0,125,t,f,0,t,g,225.0,0,2250000.0,1,yes.
b,37.0,42.0,0,204.0,u,g,W,v,0,4,t,f,0,t,g,400.0,5800,4000000.0,1,yes.
a,22.0,58.0,0,1075.0,u,g,q,v,0,415,t,t,5,t,g,0.0,560,0.0,1,yes.
b,33.0,17.0,0,304.0,y,p,c,h,2,4,t,t,1,t,g,180.0,18027,1800000.0,1,yes.
a,40.0,83.0,0,1.0,u,g,q,h,1,75,t,f,0,f,g,29.0,837,290000.0,1,yes.
b,59.0,67.0,0,154.0,u,g,q,v,0,125,t,f,0,t,g,260.0,0,2600000.0,1,yes.
b,42.0,5.0,0,4915.0,y,p,W,v,3,165,t,f,0,t,g,52.0,1442,520000.0,1,yes.
a,37.0,75.0,0,55.0,u,g,q,v,0,125,t,f,0,t,g,228.0,0,2280000.0,1,yes.
b,53.0,92.0,0,9625.0,u,g,e,v,8,665,t,t,5,f,g,0.0,0,0.0,1,yes.
b,22.0,67.0,0,254.0,y,p,c,h,2,585,t,f,0,f,g,0.0,0,0.0,1,yes.
b,54.0,58.0,0,9415.0,u,g,ff,ff,14,415,t,t,11,t,g,30.0,300,300000.0,1,yes.
b,37.0,33.0,0,65.0,u,g,m,h,4,25,t,t,12,t,g,93.0,0,930000.0,1,yes.
a,20.0,42.0,8,0.00035,u,g,q,v,1,585,t,t,1,f,g,0.0,0,0.0,1,yes.
a,44.0,17.0,0,6665.0,u,g,q,v,7,375,t,t,3,t,g,0.0,0,0.0,1,yes.
b,34.0,75.0,0,15.0,u,g,r,n,5,375,t,t,9,t,g,0.0,134,0.0,1,yes.
b,20.0,5.0,0,1.0,y,p,c,v,2,5,t,f,0,f,s,40.0,0,400000.0,1,yes.
b,22.0,67.0,1,0.00065,u,g,c,j,2,25,f,f,0,t,s,0.0,0,0.0,1,yes.
b,22.0,8.0,8,2.9999999999999997e-05,u,g,c,h,2,165,f,f,0,t,g,128.0,0,1280000.0,1,yes.
b,42.0,83.0,0,4625.0,u,g,q,v,4,58,t,f,0,f,s,0.0,0,0.0,1,yes.
a,32.0,33.0,5,4e-05,u,g,cc,v,0,4,t,f,0,f,g,440.0,11177,4400000.0,1,yes.
b,28.0,92.0,0,15.0,u,g,c,h,5,335,t,t,11,f,g,0.0,2283,0.0,1,yes.
a,52.0,83.0,0,15.0,u,g,c,v,5,5,t,t,14,f,g,0.0,2200,0.0,1,yes.
a,20.0,67.0,0,1835.0,u,g,q,v,2,85,t,t,5,f,g,220.0,2503,2200000.0,1,yes.
b,25.0,75.0,7,5e-05,u,g,c,bb,0,25,t,f,0,f,g,349.0,23,3490000.0,1,yes.
a,28.0,17.0,3,0.00075,u,g,q,v,0,585,t,t,4,f,g,80.0,0,800000.0,1,yes.
b,23.0,92.0,6,0.00065,u,g,c,v,0,165,f,f,0,f,g,100.0,0,1000000.0,1,yes.
a,20.0,75.0,0,1025.0,u,g,q,v,0,71,t,t,2,t,g,49.0,0,490000.0,1,yes.
b,22.0,8.0,0,11.0,u,g,cc,v,0,665,t,f,0,f,g,100.0,0,1000000.0,1,yes.
b,28.0,25.0,0,5125.0,u,g,x,v,4,75,t,t,2,f,g,420.0,7,4200000.0,1,yes.
a,28.0,67.0,0,104.0,u,g,c,v,2,5,t,t,5,t,g,300.0,1430,3000000.0,1,yes.
a,22.0,5.0,0,846.0,y,p,x,v,2,46,f,f,0,f,g,164.0,0,1640000.0,1,yes.
a,28.0,5.0,0,304.0,y,p,x,h,2,54,t,t,1,f,g,70.0,0,700000.0,1,yes.
b,19.0,17.0,0,95.0,u,g,W,v,1,5,t,f,0,f,g,120.0,2206,1200000.0,1,yes.
b,26.0,67.0,0,271.0,y,p,cc,v,5,25,t,t,1,f,g,211.0,0,2110000.0,1,yes.
b,34.0,42.0,0,425.0,u,g,i,bb,3,25,t,t,2,f,g,274.0,610,2740000.0,1,yes.
b,23.0,8.0,0,25.0,u,g,c,v,1,85,t,t,11,t,g,60.0,2184,600000.0,1,yes.
b,19.0,42.0,0,65.0,u,g,W,h,1,46,t,t,7,f,g,80.0,2954,800000.0,1,yes.
b,23.0,33.0,0,11625.0,y,p,W,v,0,835,t,f,0,t,g,160.0,300,1600000.0,1,yes.
b,42.0,17.0,0,504.0,u,g,q,h,12,75,t,f,0,t,g,92.0,0,920000.0,1,yes.
b,21.0,25.0,0,15.0,u,g,W,v,1,5,f,f,0,f,g,150.0,8,1500000.0,1,yes.
b,34.0,17.0,0,525.0,u,g,W,v,0,85,f,f,0,t,g,290.0,6,2900000.0,1,yes.
b,39.0,5.0,0,425.0,u,g,c,bb,6,5,t,t,16,f,g,117.0,1210,1170000.0,1,yes.
a,41.0,17.0,0,65.0,u,g,q,v,0,5,t,t,3,t,g,145.0,0,1450000.0,1,yes.
b,29.0,92.0,0,1835.0,u,g,c,h,4,335,t,f,0,f,g,260.0,200,2600000.0,1,yes.
b,35.0,17.0,0,25.0,u,g,k,v,4,5,t,t,7,f,g,150.0,1270,1500000.0,1,yes.
a,19.0,17.0,0,8585.0,u,g,cc,h,0,75,t,t,7,f,g,96.0,0,960000.0,1,yes.
b,52.0,5.0,0,65.0,u,g,k,v,6,29,t,t,15,f,g,0.0,11202,0.0,1,yes.
b,39.0,92.0,0,621.0,u,g,q,v,0,4,t,t,1,f,g,200.0,300,2000000.0,1,yes.
a,35.0,75.0,9,0.00015,u,g,aa,v,0,75,t,t,4,f,g,0.0,1583,0.0,1,yes.
b,49.0,5.0,0,7585.0,u,g,i,bb,7,585,t,t,15,t,g,0.0,5000,0.0,1,yes.
b,28.0,25.0,8,0.00075,u,g,m,v,0,96,t,t,3,t,g,396.0,0,3960000.0,1,yes.
b,34.0,17.0,0,154.0,u,g,cc,v,1,54,t,t,1,t,g,520.0,50000,5200000.0,1,yes.
b,31.0,92.0,0,446.0,u,g,cc,h,6,4,t,t,3,f,g,311.0,300,3110000.0,1,yes.
a,29.0,5.0,4,5.9999999999999995e-05,u,g,k,v,0,54,t,t,4,f,g,380.0,500,3800000.0,1,yes.
b,20.0,42.0,0,1835.0,u,g,c,v,2,25,t,t,1,f,g,100.0,150,1000000.0,1,yes.
b,28.0,67.0,0,9335.0,u,g,q,h,5,665,t,t,6,f,g,381.0,168,3810000.0,1,yes.
b,21.0,92.0,5,4e-05,y,p,x,v,0,4,t,t,1,t,g,840.0,59,8400000.0,1,yes.
a,23.0,42.0,7,9e-05,y,p,q,v,1,5,t,t,2,t,g,80.0,400,800000.0,1,yes.
a,25.0,17.0,0,2875.0,u,g,x,h,0,875,t,f,0,f,g,360.0,0,3600000.0,1,yes.
b,24.0,83.0,0,275.0,u,g,c,v,2,25,t,t,6,f,g,177.042988741044,600,1770429.88741044,1,yes.
b,37.0,5.0,0,1125.0,y,p,d,v,1,5,f,f,0,t,g,431.0,0,4310000.0,1,yes.
b,36.0,75.0,1,0.00025,y,p,c,v,1,5,f,f,0,t,g,232.0,113,2320000.0,1,yes.
b,28.0,25.0,0,504.0,y,p,c,bb,1,5,t,t,8,t,g,144.0,7,1440000.0,1,yes.
b,32.0,75.0,0,15.0,u,g,cc,h,5,5,t,t,3,t,g,0.0,0,0.0,1,yes.
a,22.0,83.0,0,229.0,u,g,q,h,2,29,t,t,7,t,g,140.0,2384,1400000.0,1,yes.
b,23.0,8.0,0,115.0,u,g,W,h,2,125,t,t,11,t,g,290.0,284,2900000.0,1,yes.
b,20.0,17.0,0,5625.0,u,g,W,v,1,71,t,f,0,f,s,120.0,0,1200000.0,1,yes.
a,50.0,8.0,0,1254.0,u,g,aa,v,2,29,t,t,3,t,g,156.0,0,1560000.0,1,yes.
b,38.0,17.0,0,10125.0,u,g,x,v,2,5,t,t,6,f,g,520.0,196,5200000.0,1,yes.
b,23.0,25.0,0,15.0,u,g,q,v,2,375,t,t,3,t,g,0.0,582,0.0,1,yes.
b,21.0,83.0,0,11.0,u,g,x,v,0,29,t,t,6,f,g,121.0,0,1210000.0,1,yes.
b,31.0,67.0,8,2.9999999999999997e-05,u,g,x,v,1,335,t,t,8,t,g,303.0,3290,3030000.0,1,yes.
a,49.0,83.0,0,13585.0,u,g,k,h,8,5,t,f,0,t,g,0.0,0,0.0,1,yes.
a,28.0,42.0,0,35.0,u,g,W,v,0,835,t,f,0,f,s,280.0,0,2800000.0,1,yes.
b,56.0,75.0,0,1225.0,u,g,m,v,1,25,t,t,4,t,g,200.0,0,2000000.0,1,yes.
a,22.0,42.0,0,5665.0,u,g,q,v,2,585,t,t,7,f,g,129.0,3257,1290000.0,1,yes.
a,18.0,83.0,0,954.0,u,g,aa,v,0,85,t,f,0,f,g,100.0,0,1000000.0,1,yes.
b,48.0,58.0,2,5e-05,y,p,k,v,0,25,t,t,11,f,g,380.0,2732,3800000.0,1,yes.
b,26.0,75.0,0,1125.0,u,g,x,h,1,25,t,f,0,f,g,0.0,5298,0.0,1,yes.
b,64.0,8.0,0,2.0,u,g,x,h,17,5,t,t,9,t,g,0.0,1000,0.0,1,yes.
b,20.0,17.0,0,925.0,u,g,c,v,1,665,t,t,3,t,g,40.0,28,400000.0,1,yes.
b,25.0,67.0,0,125.0,u,g,cc,v,1,21,t,t,67,t,g,140.0,258,1400000.0,1,yes.
b,22.0,67.0,0,105.0,u,g,q,h,1,335,t,f,0,f,g,100.0,0,1000000.0,1,yes.
b,56.0,42.0,0,28.0,y,p,c,v,28,5,t,t,40,f,g,0.0,15,0.0,1,yes.
a,24.0,75.0,0,125.0,u,g,aa,v,1,5,t,t,12,t,g,120.0,567,1200000.0,1,yes.
b,27.0,67.0,0,1375.0,u,g,W,v,5,75,t,f,0,t,g,487.0,500,4870000.0,1,yes.
b,38.0,67.0,2,1e-05,u,g,k,v,0,85,t,f,0,t,g,280.0,0,2800000.0,1,yes.
a,32.0,17.0,0,146.0,u,g,W,v,1,85,t,t,16,f,g,120.0,2079,1200000.0,1,yes.
b,32.0,67.0,0,55.0,u,g,q,h,5,5,t,t,12,t,g,408.0,1000,4080000.0,1,yes.
b,48.0,75.0,0,85.0,u,g,c,h,12,5,t,t,9,f,g,181.0,1655,1810000.0,1,yes.
b,48.0,17.0,0,7625.0,u,g,W,h,15,5,t,t,12,f,g,0.0,790,0.0,1,yes.
a,25.0,8.0,0,254.0,y,p,aa,v,0,25,t,f,0,t,g,370.0,0,3700000.0,1,yes.
b,23.0,17.0,0,11125.0,u,g,x,h,0,46,t,t,1,f,g,100.0,0,1000000.0,1,yes.
a,15.0,83.0,5,0.00085,u,g,c,h,1,5,t,t,2,f,g,100.0,0,1000000.0,1,yes.
b,16.0,8.0,7,5e-05,u,g,c,v,1,75,t,t,5,t,g,352.0,690,3520000.0,1,yes.
a,21.0,25.0,0,2335.0,u,g,i,bb,0,5,t,t,4,f,s,80.0,0,800000.0,1,yes.
b,25.0,8.0,0,171.0,u,g,x,v,1,665,t,t,1,t,g,395.0,20,3950000.0,1,yes.
b,33.0,58.0,0,275.0,u,g,m,v,4,25,t,t,6,f,g,204.0,0,2040000.0,1,yes.
a,22.0,92.0,0,11585.0,u,g,cc,v,0,4,t,f,0,f,g,80.0,1349,800000.0,1,yes.
b,25.0,17.0,0,35.0,u,g,cc,v,0,625,t,t,7,f,g,0.0,7059,0.0,1,yes.
b,18.0,8.0,0,55.0,u,g,k,v,0,5,t,f,0,f,g,80.0,0,800000.0,1,yes.
b,41.0,5.0,0,154.0,u,g,i,bb,3,5,f,f,0,f,g,216.0,0,2160000.0,1,yes.
b,29.0,25.0,0,1479.0,u,g,aa,v,5,4,t,t,5,t,g,168.0,0,1680000.0,1,yes.
b,35.0,17.0,0,25125.0,u,g,x,h,1,625,t,t,1,t,g,515.0,500,5150000.0,1,yes.
a,20.0,75.0,0,10335.0,u,g,cc,h,0,335,t,t,1,t,g,80.0,50,800000.0,1,yes.
b,23.0,92.0,0,15.0,u,g,d,h,1,875,t,t,6,f,g,200.0,327,2000000.0,1,yes.
a,23.0,25.0,0,5875.0,u,g,q,v,3,17,t,t,10,f,g,120.0,245,1200000.0,1,yes.
a,46.0,67.0,4,5.9999999999999995e-05,u,g,cc,h,0,415,t,t,11,t,g,440.0,6,4400000.0,1,yes.
b,25.0,5.0,3,0.00075,u,g,m,v,0,25,t,t,3,f,g,260.0,15108,2600000.0,1,yes.
a,18.0,75.0,0,75.0,u,g,q,v,2,71,t,t,5,f,g,177.042988741044,26726,1770429.88741044,1,yes.
b,34.0,17.0,0,917.0,u,g,c,v,4,5,t,t,12,t,g,0.0,221,0.0,1,yes.
b,27.0,83.0,0,154.0,u,g,W,v,3,75,t,t,5,t,g,100.0,3,1000000.0,1,yes.
a,47.0,25.0,7,5e-05,u,g,q,h,2,75,t,t,1,f,g,333.0,892,3330000.0,1,yes.
a,33.0,67.0,3,0.00075,u,g,cc,v,0,375,f,f,0,f,g,300.0,44,3000000.0,1,yes.
b,33.0,17.0,0,104.0,u,g,r,h,6,5,t,f,0,t,g,164.0,31285,1640000.0,1,yes.
b,48.0,5.0,0,425.0,u,g,m,v,0,125,t,f,0,t,g,225.0,0,2250000.0,1,yes.
b,37.0,42.0,0,204.0,u,g,W,v,0,4,t,f,0,t,g,400.0,5800,4000000.0,1,yes.
a,22.0,58.0,0,1075.0,u,g,q,v,0,415,t,t,5,t,g,0.0,560,0.0,1,yes.
b,33.0,17.0,0,304.0,y,p,c,h,2,4,t,t,1,t,g,180.0,18027,1800000.0,1,yes.
a,40.0,83.0,0,1.0,u,g,q,h,1,75,t,f,0,f,g,29.0,837,290000.0,1,yes.
b,59.0,67.0,0,154.0,u,g,q,v,0,125,t,f,0,t,g,260.0,0,2600000.0,1,yes.
b,42.0,5.0,0,4915.0,y,p,W,v,3,165,t,f,0,t,g,52.0,1442,520000.0,1,yes.
a,37.0,75.0,0,55.0,u,g,q,v,0,125,t,f,0,t,g,228.0,0,2280000.0,1,yes.
b,53.0,92.0,0,9625.0,u,g,e,v,8,665,t,t,5,f,g,0.0,0,0.0,1,yes.
b,22.0,67.0,0,254.0,y,p,c,h,2,585,t,f,0,f,g,0.0,0,0.0,1,yes.
b,54.0,58.0,0,9415.0,u,g,ff,ff,14,415,t,t,11,t,g,30.0,300,300000.0,1,yes.
b,37.0,33.0,0,65.0,u,g,m,h,4,25,t,t,12,t,g,93.0,0,930000.0,1,yes.
a,20.0,42.0,8,0.00035,u,g,q,v,1,585,t,t,1,f,g,0.0,0,0.0,1,yes.
a,44.0,17.0,0,6665.0,u,g,q,v,7,375,t,t,3,t,g,0.0,0,0.0,1,yes.
b,34.0,75.0,0,15.0,u,g,r,n,5,375,t,t,9,t,g,0.0,134,0.0,1,yes.
b,20.0,5.0,0,1.0,y,p,c,v,2,5,t,f,0,f,s,40.0,0,400000.0,1,yes.
b,22.0,67.0,1,0.00065,u,g,c,j,2,25,f,f,0,t,s,0.0,0,0.0,1,yes.
b,22.0,8.0,8,2.9999999999999997e-05,u,g,c,h,2,165,f,f,0,t,g,128.0,0,1280000.0,1,yes.
b,42.0,83.0,0,4625.0,u,g,q,v,4,58,t,f,0,f,s,0.0,0,0.0,1,yes.
a,32.0,33.0,5,4e-05,u,g,cc,v,0,4,t,f,0,f,g,440.0,11177,4400000.0,1,yes.
b,28.0,92.0,0,15.0,u,g,c,h,5,335,t,t,11,f,g,0.0,2283,0.0,1,yes.
a,52.0,83.0,0,15.0,u,g,c,v,5,5,t,t,14,f,g,0.0,2200,0.0,1,yes.
a,20.0,67.0,0,1835.0,u,g,q,v,2,85,t,t,5,f,g,220.0,2503,2200000.0,1,yes.
b,25.0,75.0,7,5e-05,u,g,c,bb,0,25,t,f,0,f,g,349.0,23,3490000.0,1,yes.
a,28.0,17.0,3,0.00075,u,g,q,v,0,585,t,t,4,f,g,80.0,0,800000.0,1,yes.
b,23.0,92.0,6,0.00065,u,g,c,v,0,165,f,f,0,f,g,100.0,0,1000000.0,1,yes.
a,20.0,75.0,0,1025.0,u,g,q,v,0,71,t,t,2,t,g,49.0,0,490000.0,1,yes.
b,22.0,8.0,0,11.0,u,g,cc,v,0,665,t,f,0,f,g,100.0,0,1000000.0,1,yes.
b,28.0,25.0,0,5125.0,u,g,x,v,4,75,t,t,2,f,g,420.0,7,4200000.0,1,yes.
a,28.0,67.0,0,104.0,u,g,c,v,2,5,t,t,5,t,g,300.0,1430,3000000.0,1,yes.
a,22.0,5.0,0,846.0,y,p,x,v,2,46,f,f,0,f,g,164.0,0,1640000.0,1,yes.
a,28.0,5.0,0,304.0,y,p,x,h,2,54,t,t,1,f,g,70.0,0,700000.0,1,yes.
b,19.0,17.0,0,95.0,u,g,W,v,1,5,t,f,0,f,g,120.0,2206,1200000.0,1,yes.
b,26.0,67.0,0,271.0,y,p,cc,v,5,25,t,t,1,f,g,211.0,0,2110000.0,1,yes.
b,34.0,42.0,0,425.0,u,g,i,bb,3,25,t,t,2,f,g,274.0,610,2740000.0,1,yes.
b,23.0,8.0,0,25.0,u,g,c,v,1,85,t,t,11,t,g,60.0,2184,600000.0,1,yes.
b,19.0,42.0,0,65.0,u,g,W,h,1,46,t,t,7,f,g,80.0,2954,800000.0,1,yes.
b,23.0,33.0,0,11625.0,y,p,W,v,0,835,t,f,0,t,g,160.0,300,1600000.0,1,yes.
b,42.0,17.0,0,504.0,u,g,q,h,12,75,t,f,0,t,g,92.0,0,920000.0,1,yes.
b,21.0,25.0,0,15.0,u,g,W,v,1,5,f,f,0,f,g,150.0,8,1500000.0,1,yes.
b,34.0,17.0,0,525.0,u,g,W,v,0,85,f,f,0,t,g,290.0,6,2900000.0,1,yes.
b,39.0,5.0,0,425.0,u,g,c,bb,6,5,t,t,16,f,g,117.0,1210,1170000.0,1,yes.
a,41.0,17.0,0,65.0,u,g,q,v,0,5,t,t,3,t,g,145.0,0,1450000.0,1,yes.
b,29.0,92.0,0,1835.0,u,g,c,h,4,335,t,f,0,f,g,260.0,200,2600000.0,1,yes.
b,35.0,17.0,0,25.0,u,g,k,v,4,5,t,t,7,f,g,150.0,1270,1500000.0,1,yes.
a,19.0,17.0,0,8585.0,u,g,cc,h,0,75,t,t,7,f,g,96.0,0,960000.0,1,yes.
b,52.0,5.0,0,65.0,u,g,k,v,6,29,t,t,15,f,g,0.0,11202,0.0,1,yes.
b,39.0,92.0,0,621.0,u,g,q,v,0,4,t,t,1,f,g,200.0,300,2000000.0,1,yes.
a,35.0,75.0,9,0.00015,u,g,aa,v,0,75,t,t,4,f,g,0.0,1583,0.0,1,yes.
b,49.0,5.0,0,7585.0,u,g,i,bb,7,585,t,t,15,t,g,0.0,5000,0.0,1,yes.
b,28.0,25.0,8,0.00075,u,g,m,v,0,96,t,t,3,t,g,396.0,0,3960000.0,1,yes.
b,34.0,17.0,0,154.0,u,g,cc,v,1,54,t,t,1,t,g,520.0,50000,5200000.0,1,yes.
b,31.0,92.0,0,446.0,u,g,cc,h,6,4,t,t,3,f,g,311.0,300,3110000.0,1,yes.
a,29.0,5.0,4,5.9999999999999995e-05,u,g,k,v,0,54,t,t,4,f,g,380.0,500,3800000.0,1,yes.
b,20.0,42.0,0,1835.0,u,g,c,v,2,25,t,t,1,f,g,100.0,150,1000000.0,1,yes.
b,28.0,67.0,0,9335.0,u,g,q,h,5,665,t,t,6,f,g,381.0,168,3810000.0,1,yes.
b,21.0,92.0,5,4e-05,y,p,x,v,0,4,t,t,1,t,g,840.0,59,8400000.0,1,yes.
a,23.0,42.0,7,9e-05,y,p,q,v,1,5,t,t,2,t,g,80.0,400,800000.0,1,yes.
a,25.0,17.0,0,2875.0,u,g,x,h,0,875,t,f,0,f,g,360.0,0,3600000.0,1,yes.
b,24.0,83.0,0,275.0,u,g,c,v,2,25,t,t,6,f,g,177.042988741044,600,1770429.88741044,1,yes.
b,37.0,5.0,0,1125.0,y,p,d,v,1,5,f,f,0,t,g,431.0,0,4310000.0,1,yes.
b,36.0,75.0,1,0.00025,y,p,c,v,1,5,f,f,0,t,g,232.0,113,2320000.0,1,yes.
b,28.0,25.0,0,504.0,y,p,c,bb,1,5,t,t,8,t,g,144.0,7,1440000.0,1,yes.
b,32.0,75.0,0,15.0,u,g,cc,h,5,5,t,t,3,t,g,0.0,0,0.0,1,yes.
a,22.0,83.0,0,229.0,u,g,q,h,2,29,t,t,7,t,g,140.0,2384,1400000.0,1,yes.
b,23.0,8.0,0,115.0,u,g,W,h,2,125,t,t,11,t,g,290.0,284,2900000.0,1,yes.
b,20.0,17.0,0,5625.0,u,g,W,v,1,71,t,f,0,f,s,120.0,0,1200000.0,1,yes.
a,50.0,8.0,0,1254.0,u,g,aa,v,2,29,t,t,3,t,g,156.0,0,1560000.0,1,yes.
b,38.0,17.0,0,10125.0,u,g,x,v,2,5,t,t,6,f,g,520.0,196,5200000.0,1,yes.
b,23.0,25.0,0,15.0,u,g,q,v,2,375,t,t,3,t,g,0.0,582,0.0,1,yes.
b,21.0,83.0,0,11.0,u,g,x,v,0,29,t,t,6,f,g,121.0,0,1210000.0,1,yes.
b,31.0,67.0,8,2.9999999999999997e-05,u,g,x,v,1,335,t,t,8,t,g,303.0,3290,3030000.0,1,yes.
a,49.0,83.0,0,13585.0,u,g,k,h,8,5,t,f,0,t,g,0.0,0,0.0,1,yes.
a,28.0,42.0,0,35.0,u,g,W,v,0,835,t,f,0,f,s,280.0,0,2800000.0,1,yes.
b,56.0,75.0,0,1225.0,u,g,m,v,1,25,t,t,4,t,g,200.0,0,2000000.0,1,yes.
a,22.0,42.0,0,5665.0,u,g,q,v,2,585,t,t,7,f,g,129.0,3257,1290000.0,1,yes.
a,18.0,83.0,0,954.0,u,g,aa,v,0,85,t,f,0,f,g,100.0,0,1000000.0,1,yes.
b,48.0,58.0,2,5e-05,y,p,k,v,0,25,t,t,11,f,g,380.0,2732,3800000.0,1,yes.
b,26.0,75.0,0,1125.0,u,g,x,h,1,25,t,f,0,f,g,0.0,5298,0.0,1,yes.
b,64.0,8.0,0,2.0,u,g,x,h,17,5,t,t,9,t,g,0.0,1000,0.0,1,yes.
